Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Cluster
Female,92,-0.9377564593523405,1.4336137321492817,0,9,0.11749743611591194,1
Male,99,1.3703210495725873,-1.681575645234109,2,13,-1.4051475243494693,1
Female,51,-0.8403765121526635,1.6842611533180603,7,7,-1.4051475243494693,1
Male,23,1.5532720125801098,-0.5715656372009468,5,14,-0.3900508840392152,1
Female,13,0.7900214136214022,0.8607053409063593,1,9,-1.4051475243494693,1
Male,22,1.3600210371919343,-1.1086672539911866,2,6,-1.4051475243494693,1
Female,89,0.11107346376549154,1.2903866343385513,6,11,0.11749743611591194,1
Male,20,1.609342568299843,0.0013427540419756504,8,13,0.6250457562710391,1
Female,72,-0.9486250499111187,-1.1444740284438693,7,9,-0.3900508840392152,1
Male,17,1.2086042946788953,0.7174782430956287,5,9,-0.3900508840392152,1
Male,90,1.1848770899379004,-1.180280802896552,0,8,-0.3900508840392152,1
Male,99,-1.035858063470407,0.3594104985688022,3,1,-0.8975992041943422,0
Female,39,1.5662181003281916,0.789091792000994,2,4,-0.3900508840392152,0
Female,37,0.8268915216336761,0.18037662630538892,3,1,-0.8975992041943422,0
Male,46,-1.0474701793390415,1.218773085433186,0,1,-0.8975992041943422,0
Male,65,0.2163916370674552,0.7532850175483113,5,0,-0.8975992041943422,0
Female,60,0.4410018858183831,-0.75059950946436,0,1,-1.4051475243494693,0
Female,93,-0.1662396084193509,0.8248985664536767,4,12,-0.3900508840392152,1
Male,72,-0.08858495032232579,-1.2877011262545999,5,9,0.6250457562710391,1
Female,36,-0.5112572205840271,-0.9296333817277733,3,1,0.6250457562710391,0
Male,52,-0.4961024252978434,0.3594104985688022,0,8,-1.4051475243494693,1
Female,72,-0.27475056687540234,-0.07027079486338966,3,1,-0.8975992041943422,0
Female,28,1.4768419844052005,-1.6457688707814264,7,2,-1.4051475243494693,0
Female,48,1.2355680213569105,1.4694205066019643,1,6,0.11749743611591194,1
Male,85,0.65050107606606,-0.2851114415794856,1,6,0.11749743611591194,1
Male,22,1.0620204666799204,1.1471595365278207,0,8,-1.4051475243494693,1
Female,30,0.7284618916436141,0.9681256642644073,1,1,-1.4051475243494693,0
Male,46,-0.8340128102359544,0.46683082192685016,0,1,-0.8975992041943422,0
Female,82,1.521081740341636,0.9323188898117246,0,2,-0.8975992041943422,0
Female,73,1.2028091709403113,0.0013427540419756504,3,0,-1.4051475243494693,0
Male,8,1.4143421215943592,-1.7531891941394744,0,5,-1.4051475243494693,1
Male,90,-0.8863438710149409,-1.5383485474233785,2,0,-0.8975992041943422,0
Male,34,-0.4205033959986556,-0.8938266072750907,0,0,1.1325940764261662,0
Female,10,1.6136725098101812,-0.2851114415794856,0,0,-0.8975992041943422,0
Female,79,0.7178994585653649,1.1471595365278207,0,1,-0.3900508840392152,0
Male,83,0.4557849184496388,1.6484543788653776,0,1,-0.8975992041943422,0
Female,20,0.8833119716168708,-1.180280802896552,0,15,-0.3900508840392152,1
Female,25,-0.9465694211132814,-1.6457688707814264,0,15,-0.8975992041943422,1
Female,26,0.14700323094471213,-1.5383485474233785,5,16,-0.8975992041943422,1
Female,18,-0.5364058707703349,-1.0012469306331386,1,13,-1.4051475243494693,1
Female,7,0.5576260175084521,-1.4667349985180131,0,7,-1.4051475243494693,1
Male,1,-0.4720909314677861,-1.788995968592157,1,12,-0.8975992041943422,1
Male,21,0.18334849756179342,-0.75059950946436,0,17,0.11749743611591194,1
Female,86,1.15314605392022,-0.7147927350116774,0,9,0.11749743611591194,1
Female,75,0.8958206915356257,1.111352762075138,0,15,-1.4051475243494693,1
Male,78,1.618352345583981,0.0371495284946583,7,13,-1.4051475243494693,1
Female,87,-0.8815765616752755,0.6458646941902634,6,6,0.11749743611591194,1
Female,8,0.18308607686419717,-0.3567249904848509,3,14,-0.3900508840392152,1
Male,59,0.4421390421746335,-0.8222130583697254,4,5,-0.3900508840392152,1
Male,13,0.6608229568381794,0.9323188898117246,0,15,-0.8975992041943422,1
Female,55,-0.6220862285355121,-0.5715656372009468,2,16,-1.4051475243494693,1
Female,50,-0.42299639262582,1.4694205066019643,5,11,1.6401423965812933,1
Male,54,1.6538447449338745,1.5768408299600123,1,13,-0.8975992041943422,1
Male,13,1.4926746998268412,-0.17769111822143763,1,14,-0.3900508840392152,1
Male,79,1.2159520742115904,-0.21349789267412028,2,5,0.6250457562710391,1
Female,65,0.2002527641652855,-1.4309282240653305,0,17,1.1325940764261662,1
Female,51,-0.9595811140357624,0.789091792000994,4,15,-0.3900508840392152,1
Male,18,-0.1494884205561233,-0.5357588627482641,4,16,0.11749743611591194,1
Male,21,1.6845042297697037,1.2903866343385513,5,2,-0.3900508840392152,0
Male,37,-0.17527125409495534,1.505227281054647,5,7,0.11749743611591194,1
Male,83,-0.17680204149760015,1.1471595365278207,3,0,-0.8975992041943422,0
Female,96,0.062394424361386244,-0.7147927350116774,7,0,0.11749743611591194,0
Female,65,-0.5297141429816303,1.326193408791234,0,0,0.11749743611591194,0
Male,80,-1.1291267530744094,-0.2493046671268029,8,1,1.6401423965812933,0
Female,75,0.5326304460624088,-1.6457688707814264,7,1,0.6250457562710391,0
Female,87,0.003021741530233557,0.9681256642644073,2,1,0.11749743611591194,0
Female,86,1.6824486009718662,-1.3951214496126478,0,0,-1.4051475243494693,0
Female,36,0.3035809138438109,-0.9296333817277733,0,8,0.6250457562710391,1
Female,78,1.2193854116718081,-0.39253176493753356,6,9,1.6401423965812933,1
Female,62,1.3564127525999858,0.6458646941902634,3,1,-0.8975992041943422,0
Male,89,0.2558203468812925,-1.1444740284438693,5,1,-1.4051475243494693,0
Female,56,1.5921977493902209,1.612647604412695,3,0,1.1325940764261662,0
Female,35,-0.31157693810474346,-0.6073724116536294,0,5,0.11749743611591194,1
Male,33,0.04056976967796437,0.7174782430956287,0,1,0.11749743611591194,0
Female,58,0.9827694160058514,0.7174782430956287,3,7,1.6401423965812933,1
Female,68,-0.8284801071949667,1.505227281054647,0,1,-0.8975992041943422,0
Male,38,-0.8492550790880036,-0.6789859605589947,3,2,-0.3900508840392152,0
Male,31,1.0441539908519089,0.21618340075807158,1,1,0.6250457562710391,0
Male,90,-0.4697510135808861,-1.681575645234109,3,1,-1.4051475243494693,0
Male,28,1.5128373567588203,-0.965440156180456,2,1,-1.4051475243494693,0
Male,1,0.01806719485908551,1.218773085433186,5,7,0.11749743611591194,1
Male,78,0.36920795663434103,0.9681256642644073,4,10,1.6401423965812933,1
Female,23,-1.326445249275327,-0.6789859605589947,0,3,0.6250457562710391,0
Female,25,-0.7206252004829059,0.39521727302148485,0,4,-1.4051475243494693,0
Male,59,1.2960778605443135,-0.46414531384289887,2,5,0.6250457562710391,1
Female,7,-0.09077178946896124,0.896512115359042,1,1,1.6401423965812933,0
Female,24,-0.7109156346718445,-0.3567249904848509,7,0,-1.4051475243494693,0
Male,76,0.55823833246951,-1.3235079007072825,9,0,1.6401423965812933,0
Male,37,0.9330625622028276,1.505227281054647,3,1,1.1325940764261662,0
Female,6,1.1399156770830754,1.4336137321492817,0,0,-1.4051475243494693,0
Female,0,-1.1668715967453374,-0.7864062839170427,9,0,1.6401423965812933,0
Male,3,0.5001340163434059,-0.14188434376875497,0,1,-1.4051475243494693,0
Female,95,-0.9711713615129303,1.326193408791234,0,0,-0.3900508840392152,0
Female,0,-0.9178343547264914,-1.2518943518019172,7,1,0.11749743611591194,0
Male,7,-0.8743599924913785,1.2545798598858686,0,13,-0.3900508840392152,1
Male,54,-0.9809684008898572,1.2903866343385513,0,7,1.1325940764261662,1
Male,89,0.11511911618676714,-0.965440156180456,2,15,-1.4051475243494693,1
Female,58,-0.9542233581265055,1.4336137321492817,2,6,-1.4051475243494693,1
Female,12,-0.05915009540861252,0.46683082192685016,0,13,0.6250457562710391,1
Male,7,1.434942146355665,1.0397392131697727,5,8,-0.8975992041943422,1
Male,11,-0.4872238583625034,-0.39253176493753356,5,8,1.1325940764261662,1
Male,74,0.38344427947893783,0.14456985185270627,2,7,0.11749743611591194,1
Female,64,1.0069339885761732,-1.1086672539911866,5,7,-0.8975992041943422,1
Female,48,0.2734025336202416,-0.034464020410707,7,10,1.6401423965812933,1
Female,8,-1.092147303104804,-0.46414531384289887,0,1,0.6250457562710391,0
Female,15,1.54391234103251,1.720067927770743,0,14,1.1325940764261662,1
Male,1,1.6743572961293152,-1.574155321876061,0,0,-1.4051475243494693,0
Female,21,0.9436906004554758,1.2545798598858686,0,6,1.1325940764261662,1
Male,84,-1.2515678768945286,-0.2493046671268029,8,3,0.11749743611591194,0
Female,5,-0.9029201117464377,-0.8222130583697254,1,4,1.1325940764261662,0
Female,47,0.29172824566904676,0.18037662630538892,7,0,1.6401423965812933,0
Female,96,0.5482007407864533,-0.7864062839170427,5,0,1.6401423965812933,0
Male,93,0.21573558532346457,1.612647604412695,0,2,0.11749743611591194,0
Female,16,-0.42367431276127704,-1.4309282240653305,3,1,0.11749743611591194,0
Male,56,-1.257450474198978,-0.3567249904848509,8,0,0.6250457562710391,0
Female,76,0.9971588175907128,-0.7147927350116774,2,1,-0.8975992041943422,0
Male,0,1.6460377291803858,1.0397392131697727,1,15,-0.8975992041943422,1
Female,70,0.022484609935289133,0.07295630294734096,4,12,0.6250457562710391,1
Female,47,0.7254659220127235,-1.3951214496126478,0,4,-0.3900508840392152,0
Male,13,1.5674864670332402,-1.0370537050858213,5,11,0.11749743611591194,1
Male,86,-0.2682993913928277,-0.17769111822143763,6,10,0.6250457562710391,1
Male,91,-0.3711026996761606,-0.8222130583697254,0,15,1.6401423965812933,1
Male,97,-0.13448670401020404,-0.034464020410707,5,8,-0.8975992041943422,1
Male,20,0.43914307254374296,1.4694205066019643,0,17,0.6250457562710391,1
Female,11,-1.126874308753375,1.4694205066019643,5,5,0.11749743611591194,1
Female,28,-0.6727552915630557,-0.21349789267412028,7,9,-0.8975992041943422,1
Male,32,-0.12919455327534624,-0.32091821603216825,0,0,1.6401423965812933,0
Male,82,1.7054541487944712,-0.75059950946436,7,0,1.1325940764261662,0
Male,39,1.679583841689774,0.5384443708322154,5,3,1.1325940764261662,0
Male,7,0.5090125832787459,1.218773085433186,3,2,-1.4051475243494693,0
Female,13,1.4359918291460503,0.7174782430956287,0,6,-0.3900508840392152,1
Female,34,0.9656245970962295,-0.2851114415794856,5,9,1.1325940764261662,1
Male,76,0.9816759964325338,1.0755459876224553,5,0,-0.8975992041943422,0
Female,30,-1.0584699802466178,0.32360372411611954,5,1,-1.4051475243494693,0
Female,69,0.04605873593601937,-0.6073724116536294,5,1,1.6401423965812933,0
Male,22,-1.1469713605109548,0.2877969496634369,6,2,0.11749743611591194,0
Female,60,-0.7189194659485302,1.0755459876224553,0,1,1.1325940764261662,0
Male,66,0.3125469543450163,-0.9296333817277733,0,0,-1.4051475243494693,0
Female,57,0.5578665698145819,-0.6073724116536294,0,9,-1.4051475243494693,1
Female,60,-0.6297620339402026,1.0755459876224553,5,1,0.11749743611591194,0
Female,59,0.43253881832090385,1.6484543788653776,0,3,0.11749743611591194,0
Female,54,0.7384994833266708,1.326193408791234,7,3,-1.4051475243494693,0
Male,90,-1.0270013649265335,-1.6099620963287438,0,4,-0.8975992041943422,0
Female,14,-0.961593006050667,-1.1086672539911866,0,0,0.11749743611591194,0
Female,34,0.5332208926320003,0.10876307740002361,3,1,1.6401423965812933,0
Female,85,1.512093831448964,-1.2160875773492346,5,12,0.11749743611591194,1
Female,83,-0.38009060856883237,0.5026375963795328,1,1,-1.4051475243494693,0
Male,12,-0.5726199270386181,1.612647604412695,6,3,-0.3900508840392152,0
Male,95,0.24040313089751253,-1.7173824196867917,9,12,-0.3900508840392152,1
Male,41,-0.9842705280012767,1.4336137321492817,0,6,1.6401423965812933,1
Female,38,-0.3047977367501735,1.612647604412695,5,6,-0.3900508840392152,1
Male,68,-0.8393049609708122,0.3594104985688022,5,8,0.6250457562710391,1
Female,4,-1.2603808386554696,-1.072860479538504,5,0,1.6401423965812933,0
Female,5,0.7456941841191015,-1.2160875773492346,0,1,-0.3900508840392152,0
Female,3,1.5989988191362572,-1.4667349985180131,1,1,-0.8975992041943422,0
Female,20,0.025458711174713357,1.3978069576965992,4,1,-0.3900508840392152,0
Female,3,-1.0039302119295295,-0.75059950946436,4,1,-1.4051475243494693,0
Male,36,-0.48475273012680536,-1.2518943518019172,5,1,0.6250457562710391,0
Female,70,-0.12591429455539305,0.4310240474741675,0,1,-1.4051475243494693,0
Female,17,1.2318066580246974,-0.14188434376875497,0,1,0.6250457562710391,0
Female,31,-0.9122141781196383,-1.2160875773492346,0,6,-1.4051475243494693,1
Female,48,1.3859569494710309,1.612647604412695,3,0,-1.4051475243494693,0
Male,28,-1.061619028617773,-0.7864062839170427,8,0,-1.4051475243494693,0
Male,97,1.5975117685165452,0.681671468642946,5,9,-0.3900508840392152,1
Male,81,-0.5895897988165092,-1.788995968592157,0,1,-0.8975992041943422,0
Female,37,0.8192813214033846,1.4336137321492817,0,0,-0.8975992041943422,0
Male,85,0.4594588082159864,1.2903866343385513,3,1,-1.4051475243494693,0
Female,78,-1.1100575157157482,1.5410340555073296,6,14,1.6401423965812933,1
Female,13,-0.4761147154975953,-1.7531891941394744,3,13,-0.3900508840392152,1
Female,53,0.6423879028320424,-0.46414531384289887,5,1,0.6250457562710391,0
Female,41,1.1188782844924423,-0.07027079486338966,3,1,-0.3900508840392152,0
Female,9,-1.1690803042834392,0.32360372411611954,2,1,-1.4051475243494693,0
Male,20,0.20163047282766586,-1.7531891941394744,5,8,-0.8975992041943422,1
Female,98,1.2348026276555881,0.4310240474741675,1,1,0.6250457562710391,0
Female,44,1.6485307258075503,-1.7531891941394744,5,8,1.1325940764261662,1
Female,66,0.5236425371697371,0.2877969496634369,5,15,0.6250457562710391,1
Female,58,1.5252586031117095,0.8248985664536767,5,0,-0.3900508840392152,0
Male,97,0.04485597440536987,-1.072860479538504,0,9,1.1325940764261662,1
Male,13,0.8643739446070078,-1.2160875773492346,1,0,-0.3900508840392152,0
Male,48,0.11153269998628498,1.4694205066019643,0,2,-0.8975992041943422,0
Female,47,-0.1289758693606827,-0.2493046671268029,0,0,1.6401423965812933,0
Male,93,0.9149555340686859,0.5384443708322154,1,14,0.6250457562710391,1
Female,11,1.127428825555787,-0.21349789267412028,2,3,-0.8975992041943422,0
Female,68,1.3346099663080304,0.2877969496634369,1,1,1.1325940764261662,0
Female,87,-0.7221559878855507,0.789091792000994,0,0,-1.4051475243494693,0
Female,22,-0.34287060629309685,-1.2160875773492346,3,1,-0.8975992041943422,0
Male,89,-0.7853337708318491,-0.6431791861063121,1,1,-0.8975992041943422,0
Male,57,0.9083075430629142,1.4694205066019643,2,9,0.6250457562710391,1
Male,91,-0.8486427641269456,-1.3235079007072825,0,4,-0.8975992041943422,0
Female,84,0.8880355441736034,1.5768408299600123,0,1,1.6401423965812933,0
Male,56,1.141293385745456,0.0013427540419756504,4,0,0.11749743611591194,0
Female,26,-1.2792532604909337,-0.75059950946436,4,1,-0.8975992041943422,0
Female,56,-0.22876133962165865,1.2903866343385513,0,1,0.6250457562710391,0
Female,6,1.3019167210658302,-1.0012469306331386,0,3,-0.8975992041943422,0
Female,33,-0.48042278861646714,-1.788995968592157,3,1,-1.4051475243494693,0
Female,89,-0.07375818090813738,-0.8938266072750907,9,10,1.1325940764261662,1
Male,99,1.1819685938728755,1.1471595365278207,2,0,-0.8975992041943422,0
Female,25,0.9902921426702774,1.218773085433186,0,2,-1.4051475243494693,0
Female,96,1.665281913670778,-0.39253176493753356,3,1,1.6401423965812933,0
Female,35,-0.24999554773548893,1.326193408791234,6,5,-0.8975992041943422,1
Male,16,-1.150382829579706,0.5026375963795328,8,0,-0.3900508840392152,0
Female,81,-0.4706257492395403,-1.3951214496126478,1,1,1.6401423965812933,0
Female,7,0.8282692302960564,0.2877969496634369,6,1,1.6401423965812933,0
Female,31,0.6311256812268699,0.39521727302148485,8,1,-1.4051475243494693,0
Female,16,1.3409517998332732,0.39521727302148485,5,1,-0.3900508840392152,0
Male,89,-1.174306849843898,1.720067927770743,0,0,0.11749743611591194,0
Male,84,0.15045843679639614,0.4310240474741675,2,0,1.1325940764261662,0
Male,40,1.6311453545917984,1.612647604412695,0,0,1.6401423965812933,0
Female,17,1.6586120542735399,-1.6457688707814264,5,8,0.6250457562710391,1
Male,0,0.8871170717320166,1.3620001832439166,0,0,1.1325940764261662,0
Female,69,0.2885135921234926,0.0371495284946583,0,1,1.6401423965812933,0
Female,17,1.2850780596367373,-1.3951214496126478,7,11,1.1325940764261662,1
Female,0,0.70329137306584,-0.9296333817277733,3,8,-1.4051475243494693,1
Female,34,-1.131750960050372,-1.7173824196867917,3,9,0.6250457562710391,1
Female,51,0.6710136272615006,1.7558747022234256,5,15,-1.4051475243494693,1
Male,54,-0.1285385015313556,0.5742511452848981,5,1,1.6401423965812933,0
Female,19,1.5220220811746892,-1.3235079007072825,0,17,0.6250457562710391,1
Female,99,1.3594305906223427,-1.3593146751599652,2,0,-0.3900508840392152,0
Female,2,-0.20295663769136024,1.111352762075138,5,4,-0.3900508840392152,0
Female,91,1.7328989800847463,-0.4999520882955815,2,8,-1.4051475243494693,1
Male,65,-0.45153464348941275,0.5026375963795328,0,1,1.1325940764261662,0
Female,47,0.03313451657940381,-0.965440156180456,4,4,0.6250457562710391,0
Female,91,1.5536000384521051,0.3594104985688022,0,4,0.6250457562710391,0
Female,64,-1.1293673053805393,-0.7147927350116774,0,1,-0.3900508840392152,0
Female,91,-1.0907039892680244,-1.0012469306331386,0,1,1.1325940764261662,0
Male,32,0.8565450604620528,-0.6073724116536294,0,6,-0.3900508840392152,1
Male,15,0.7007546396557428,1.6842611533180603,2,8,0.6250457562710391,1
Male,22,1.1342298953018233,1.1829663109805033,0,8,-0.3900508840392152,1
Female,37,0.7755226700792092,1.3620001832439166,5,4,0.11749743611591194,0
Male,83,0.5365667565263527,0.07295630294734096,7,4,0.6250457562710391,0
Female,89,0.5533835495639793,-1.788995968592157,8,5,-1.4051475243494693,1
Female,33,0.010041495190933378,0.5742511452848981,0,9,0.11749743611591194,1
Female,13,0.7299489422633262,0.39521727302148485,3,12,0.6250457562710391,1
Female,71,1.4570292217366834,0.18037662630538892,1,6,-0.8975992041943422,1
Female,10,0.04562136810669228,1.218773085433186,8,15,1.6401423965812933,1
Male,49,-1.2513710613713316,1.6842611533180603,0,5,0.11749743611591194,1
Female,9,1.2582455433075201,0.8607053409063593,4,10,-0.8975992041943422,1
Female,53,-0.5240939663747772,-1.7531891941394744,7,16,-0.3900508840392152,1
Female,63,-1.2699154573348002,-0.9296333817277733,5,12,0.6250457562710391,1
Female,46,0.8263666802384835,-1.3235079007072825,5,11,0.6250457562710391,1
Male,42,0.8573323225548416,0.0371495284946583,0,15,-0.3900508840392152,1
Female,73,-0.18447784690229063,-0.7147927350116774,3,7,0.6250457562710391,1
Male,75,1.48014411151662,-1.2518943518019172,4,10,1.6401423965812933,1
Female,49,-0.5892180361615812,-0.3567249904848509,1,15,-1.4051475243494693,1
Female,96,1.6191177392853033,0.9323188898117246,2,8,0.6250457562710391,1
Female,52,-0.8841351634768391,1.326193408791234,4,14,-0.3900508840392152,1
Female,15,-1.1391862131489325,0.0013427540419756504,3,5,1.6401423965812933,1
Male,91,-0.2810705320091788,-0.39253176493753356,3,15,1.6401423965812933,1
Male,22,-1.006488813731093,-0.7864062839170427,3,7,-0.3900508840392152,1
Male,62,-0.8514856550175717,1.2903866343385513,5,8,-1.4051475243494693,1
Male,41,-0.7471296909401276,1.218773085433186,1,16,-1.4051475243494693,1
Male,61,0.34198180925872956,-1.1086672539911866,9,11,0.11749743611591194,1
Female,71,0.9463585442143712,-0.6789859605589947,0,7,1.6401423965812933,1
Female,91,-0.8968625673102575,0.9681256642644073,7,17,1.1325940764261662,1
Female,94,-0.5569184219657755,0.6100579197375807,4,7,1.1325940764261662,1
Female,3,0.9869681471673916,-0.7147927350116774,5,13,-0.3900508840392152,1
Female,15,-0.24734947236806004,0.7532850175483113,0,8,1.6401423965812933,1
Female,96,0.7593837971770394,0.21618340075807158,4,2,-1.4051475243494693,0
Male,12,0.15983997673546227,0.9323188898117246,0,9,-0.8975992041943422,1
Female,23,-0.8085361341776512,1.1471595365278207,1,0,1.6401423965812933,0
Male,94,-0.4515783802723455,-1.2160875773492346,0,5,1.6401423965812933,1
Female,7,-0.7829719845534828,-1.3951214496126478,0,0,1.1325940764261662,0
Female,74,-0.20512160844652935,-0.5357588627482641,7,0,0.6250457562710391,0
Female,52,-0.367057047254885,1.0755459876224553,5,9,-0.8975992041943422,1
Male,39,0.522592854379352,-1.0012469306331386,2,1,1.1325940764261662,0
Male,72,-0.19405620236455393,0.681671468642946,5,8,1.1325940764261662,1
Female,55,1.1977138357286508,-0.14188434376875497,0,10,0.11749743611591194,1
Male,29,0.5510655000685457,0.8248985664536767,7,5,-1.4051475243494693,1
Male,38,-0.16129735194795478,-1.1086672539911866,8,1,1.1325940764261662,0
Female,44,-0.7771331240319661,1.00393243871709,0,1,-0.3900508840392152,0
Male,58,0.27010040650882206,-0.2493046671268029,3,6,0.6250457562710391,1
Male,77,-0.805802585244357,-0.75059950946436,5,1,-0.8975992041943422,0
Female,56,-0.42756688644228813,0.3594104985688022,3,1,1.6401423965812933,0
Male,79,-0.5357060822434115,0.0371495284946583,0,0,-0.8975992041943422,0
Female,97,-0.3134138829879172,-1.681575645234109,1,1,1.6401423965812933,0
Male,78,-0.5933511621487222,-1.3951214496126478,5,1,1.1325940764261662,0
Female,91,-0.6166191306689235,-0.034464020410707,5,0,-1.4051475243494693,0
Male,35,-0.4046706805770149,-1.5383485474233785,7,0,0.6250457562710391,0
Female,43,0.8684414654197498,-0.858019832822408,0,13,0.11749743611591194,1
Female,37,0.8389410053316374,1.1471595365278207,7,1,-0.8975992041943422,0
Male,63,0.06283179219071333,-0.32091821603216825,0,3,-0.3900508840392152,0
Female,16,-0.369090807661256,1.111352762075138,5,0,1.6401423965812933,0
Male,32,0.165066522295921,1.4694205066019643,0,0,0.6250457562710391,0
Male,91,-0.353301829022548,1.3978069576965992,0,0,-1.4051475243494693,0
Female,33,0.4051158554220952,0.681671468642946,4,6,-0.3900508840392152,1
Female,57,-0.882582507682728,-1.4667349985180131,5,2,1.1325940764261662,0
Female,43,-0.7245396425553834,0.5384443708322154,5,0,-1.4051475243494693,0
Female,26,0.0650623681202815,1.6484543788653776,3,0,0.6250457562710391,0
Female,59,1.7262947258619072,-1.5383485474233785,1,0,1.6401423965812933,0
Female,61,0.7095894698081501,0.25199017521075423,0,0,0.6250457562710391,0
Female,59,1.4030361632062538,-1.3235079007072825,8,3,0.11749743611591194,0
Male,66,0.23279293066722115,-1.1444740284438693,9,7,1.6401423965812933,1
Male,26,0.9649466769607725,-1.3593146751599652,5,0,1.6401423965812933,0
Female,67,1.0980814442079392,0.0013427540419756504,5,0,0.6250457562710391,0
Female,85,0.1929924581984558,-0.5715656372009468,0,0,-0.8975992041943422,0
Female,76,1.6709458270605637,-0.6431791861063121,1,0,1.6401423965812933,0
Female,57,-0.2900584409018505,-1.0370537050858213,0,0,-1.4051475243494693,0
Female,77,1.0850916196769245,0.9323188898117246,7,8,0.6250457562710391,1
Female,66,1.4847583421160209,1.5410340555073296,5,1,-0.8975992041943422,0
Female,49,1.3002109865314546,1.0397392131697727,7,1,1.1325940764261662,0
Female,36,1.208779241810626,-0.39253176493753356,1,1,0.11749743611591194,0
Male,74,-0.41413969408194645,1.1471595365278207,3,0,1.6401423965812933,0
Female,16,1.7131736909820945,1.2545798598858686,0,6,-0.3900508840392152,1
Male,27,0.9181483192227737,-1.2877011262545999,4,1,1.1325940764261662,0
Female,3,1.0456847782545535,1.6842611533180603,4,0,-0.3900508840392152,0
Male,31,0.5145890231026663,1.5410340555073296,8,1,-0.3900508840392152,0
Female,30,0.8201560570620389,-0.8222130583697254,4,1,-1.4051475243494693,0
Male,94,1.3327730214248565,1.0755459876224553,0,0,1.1325940764261662,0
Female,31,1.7213524693905111,-0.46414531384289887,0,1,1.1325940764261662,0
Male,49,-0.0896346331127108,0.07295630294734096,0,0,-0.3900508840392152,0
Male,49,-0.648350166686604,-0.1060775693160723,4,6,0.6250457562710391,1
Male,53,0.8315932257989422,0.0371495284946583,1,7,1.6401423965812933,1
Female,3,0.15102701497452137,1.5768408299600123,5,2,1.6401423965812933,0
Female,91,1.067290749023312,-0.4999520882955815,1,4,-1.4051475243494693,0
Male,26,-0.6824211205911844,-1.6099620963287438,8,9,1.6401423965812933,1
Male,28,-0.20376576817561537,0.46683082192685016,9,8,-1.4051475243494693,1
Female,92,-0.026522455340811484,0.7532850175483113,3,1,0.11749743611591194,0
Female,59,1.0091864328972078,0.681671468642946,0,0,1.6401423965812933,0
Male,15,1.017890052700817,0.25199017521075423,0,0,1.1325940764261662,0
Female,23,0.7475529973937416,1.1829663109805033,2,1,1.6401423965812933,0
Male,54,-1.1277271760205627,1.7558747022234256,8,3,-0.3900508840392152,0
Female,93,-0.3660948380303654,-0.07027079486338966,0,1,-0.3900508840392152,0
Female,65,-1.1462059668096323,-0.21349789267412028,1,1,-1.4051475243494693,0
Female,13,1.5319721992918804,1.326193408791234,7,1,0.6250457562710391,0
Male,71,-0.5709797976786415,-0.21349789267412028,1,0,1.1325940764261662,0
Male,1,-0.3948955095915544,0.2877969496634369,0,8,0.11749743611591194,1
Female,57,-0.5068835422907562,1.5410340555073296,0,1,-1.4051475243494693,0
Male,14,-0.7994607517191141,1.00393243871709,3,1,-0.8975992041943422,0
Female,77,1.5329562769078664,-0.6431791861063121,5,1,-0.8975992041943422,0
Female,89,0.5831245619582215,-0.6431791861063121,1,1,1.6401423965812933,0
Male,17,-0.3187935072886405,1.7558747022234256,0,1,0.11749743611591194,0
Male,86,1.3502677345979401,0.6458646941902634,3,1,-0.3900508840392152,0
Male,42,-1.1104292783706762,-0.4999520882955815,4,4,0.11749743611591194,0
Female,29,0.03298143783913933,1.5768408299600123,3,0,0.11749743611591194,0
Female,54,0.7642385800825702,-0.5715656372009468,0,0,-0.8975992041943422,0
Male,96,0.5583695428183081,-0.07027079486338966,0,12,0.6250457562710391,1
Female,58,-0.7842622196499978,-1.3951214496126478,5,0,-0.3900508840392152,0
Female,52,-0.02857808413864881,-0.17769111822143763,2,0,-1.4051475243494693,0
Female,3,0.33421853028817367,0.21618340075807158,5,0,-1.4051475243494693,0
Female,13,1.010739088691319,0.5384443708322154,5,4,1.6401423965812933,0
Female,3,0.35952025921474595,0.6100579197375807,5,1,-0.8975992041943422,0
Male,89,0.06783965383650853,-1.0370537050858213,1,0,-0.3900508840392152,0
Male,83,0.46521019517163764,-1.7531891941394744,3,0,0.6250457562710391,0
Female,80,1.325031610845767,0.9681256642644073,7,10,0.11749743611591194,1
Female,74,-0.4018715264693215,1.2903866343385513,3,1,0.11749743611591194,0
Male,42,-1.0879485719432638,-1.7173824196867917,5,0,0.6250457562710391,0
Female,91,-1.2900125090923802,-0.6431791861063121,0,8,-0.3900508840392152,1
Female,31,0.6096946575898423,0.7174782430956287,4,9,-0.8975992041943422,1
Male,8,1.0363688434898866,1.1829663109805033,0,1,-1.4051475243494693,0
Male,64,1.1796505443774419,0.5026375963795328,4,0,0.6250457562710391,0
Female,41,1.3591244331418137,-0.858019832822408,5,8,1.6401423965812933,1
Female,62,-0.8881370791151819,1.505227281054647,0,0,-1.4051475243494693,0
Male,41,0.07142607003699068,-0.8938266072750907,5,7,1.6401423965812933,1
Male,22,0.0717103591260533,-0.39253176493753356,9,5,1.6401423965812933,1
Male,5,-1.1692333830237038,1.3620001832439166,3,7,1.6401423965812933,1
Female,38,0.43441949998701035,-1.7531891941394744,0,6,-1.4051475243494693,1
